"","X1","adult","belongs_to_collection","budget","genres","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count","year"
"127",11174,"False",NA,0,"['Adventure', 'Animation', 'Mystery']","http://www.mindgame.jp",21712,"tt0452039","ja","Mind Game","The film follows Nishi, a loser who has a crush on his childhood girlfriend. After an encounter with the Japanese mafia, the film follows Nishi as he journeys to heaven and back, and ends up trapped in an even more unlikely place.",3.586257,"/yG195r5lEfYN7HCf5XtDT050a9o.jpg","[{'name': 'Asmik Ace Entertainment', 'id': 3033}, {'name': 'Studio 4°C', 'id': 11671}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2004-08-07,0,103,"[{'iso_639_1': 'ja', 'name': '日本語'}]","Released",NA,"Mind Game","False",8,46,2004
"128",6492,"False",NA,0,"['War', 'Drama', 'Romance']",NA,30970,"tt0216625","fr","Code Inconnu: Récit Incomplet de Divers Voyages","A series of events unfold like a chain reaction, all stemming from a minor event that brings the film's five characters together. Set in Paris, France, Anne is an actress whose boyfriend Georges photographs the war in Kosovo. Georges' brother, Jean, is looking for the entry code to Georges' apartment. These characters lives interconnect with a Romanian immigrant and a deaf teacher.",11.251674,"/sAXboqo5yhAvONLaF1LzCp15yYw.jpg","[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Les Films Alain Sarde', 'id': 635}, {'name': 'Bavaria Film', 'id': 1704}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Canal+', 'id': 5358}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'MK2 Productions', 'id': 9209}, {'name': 'Filmex', 'id': 57661}, {'name': 'Romanian Culture Ministry', 'id': 78962}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'RO', 'name': 'Romania'}]",2000-05-19,95242,118,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ro', 'name': 'Română'}]","Released","Love has a language all its own","Code Unknown","False",6.9,59,2000
"129",3192,"False",NA,250000,"['Comedy', 'Drama']",NA,10098,"tt0012349","en","The Kid","Considered one of Charlie Chaplin's best films, The Kid also made a star of little Jackie Coogan, who plays a boy cared for by The Tramp when he's abandoned by his mother, Edna. Later, Edna has a change of heart and aches to be reunited with her son. When she finds him and wrests him from The Tramp, it makes for what turns out be one of the most heart-wrenching scenes ever included in a comedy.",8.168456,"/drgMcyTsySQBnUPGaBThCHGdlWT.jpg","[{'name': 'Charles Chaplin Productions', 'id': 1315}, {'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1921-01-21,2500000,68,"[{'iso_639_1': 'xx', 'name': 'No Language'}]","Released","6 reels of Joy.","The Kid","False",8,404,1921
"130",8560,"False",NA,0,"['Fantasy', 'Family']",NA,28367,"tt0056700","en","The Wonderful World of the Brothers Grimm","The Grimm brothers Wilhelm and Jacob, known for their literary works in the nineteenth century, have their lives dramatized. In the movie they write a family history for a duke which includes reenactments of three of their stories including ""The Dancing Princess,"" ""The Cobbler and the Elves"" and ""The Singing Bone.""",1.903363,"/9cmNwRBJheWoaPvtM9ydfTbzZc3.jpg","[{'name': 'Bavaria Film', 'id': 1704}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Cinerama Productions Corp.', 'id': 11275}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1962-08-07,0,135,"[{'iso_639_1': 'hu', 'name': 'Magyar'}, {'iso_639_1': 'en', 'name': 'English'}]","Released","WONDERFUL THRILLS! ADVENTURE! ROMANCE!","The Wonderful World of the Brothers Grimm","False",5.8,5,1962
"131",13803,"False",NA,60000000,"['Comedy', 'Adventure']",NA,17610,"tt1045778","en","Year One","When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.",10.087637,"/rrxNnCsUjajdvG9WGm4ePznCqn9.jpg","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Ocean Pictures', 'id': 7433}, {'name': 'Apatow Productions', 'id': 10105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-06-18,62357900,97,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Meet your ancestors","Year One","False",4.6,538,2009
"132",19151,"False",NA,45000000,"['Crime', 'Drama', 'Thriller']","http://www.savagesfilm.com/",82525,"tt1615065","en","Savages","Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.",13.248022,"/ecN4PGSU6zhYlAUL8Jh4qyE2um9.jpg","[{'name': 'Ixtlan', 'id': 4198}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Onda Entertainment', 'id': 11802}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-07-06,82966152,131,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Young Beautiful Deadly.","Savages","False",6.2,784,2012
"133",16291,"False",NA,15000000,"['Drama']","http://www.companymenmovie.com/",44129,"tt1172991","en","The Company Men","Bobby Walker lives the proverbial American dream: great job, beautiful family, shiny Porsche in the garage. When corporate downsizing leaves him and two co-workers jobless, the three men are forced to re-define their lives as men, husbands and fathers.",5.858803,"/xP1FWgiUT1v1GGCwd94hXLaHyg8.jpg","[{'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Battle Mountain Films', 'id': 7288}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-10-21,4882577,104,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","In America, we give our lives to our jobs. It's time to take them back.","The Company Men","False",6.4,218,2010
"134",2672,"False",NA,0,"['Comedy', 'Thriller', 'Horror']",NA,10552,"tt0088889","en","Cat's Eye","Three short stories by shock-meister Stephen King are linked by a stray cat that roams from one tale to the next in this creepy triptych that begins as Dick (James Woods) tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat.",6.781815,"/A65sQJbEAAV4wC9QQc0Mn4ZaMZV.jpg","[{'name': 'Famous Films (II)', 'id': 3418}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Dino De Laurentiis Company', 'id': 10308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-04-12,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Follow the newest cat-and-creature game as played through","Cat's Eye","False",5.9,140,1985
"135",453,"False",NA,35000000,"['History', 'Action', 'Drama', 'Western']",NA,35588,"tt0107004","en","Geronimo: An American Legend","The Apache Indians have reluctantly agreed to settle on a US Government approved reservation. Not all the Apaches are able to adapt to the life of corn farmers. One in particular, Geronimo, is restless. Pushed over the edge by broken promises and necessary actions by the government, Geronimo and thirty or so other warriors form an attack team which humiliates the government by evading capture, whi",4.653462,"/cipYLKXoT3PRPIccwUN47bZvYhO.jpg","[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-12-10,18635620,115,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]","Released","A Warrior. A Leader. A Legend.","Geronimo: An American Legend","False",5.9,44,1993
"136",5215,"False","{'id': 556, 'name': 'Spider-Man Collection', 'poster_path': '/aNknE3vw8QC5gDHBRYpOz9gzuPc.jpg', 'backdrop_path': '/waZqriYTuBE3WqXI3SDGi3kfDQE.jpg'}",139000000,"['Fantasy', 'Action']","http://www.sonypictures.com/movies/spider-man/",557,"tt0145487","en","Spider-Man","After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",29.413341,"/rZd0y1X1Gw4t5B3f01Qzj8DYY66.jpg","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Marvel Enterprises', 'id': 19551}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-05-01,821708551,121,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","With great power comes great responsibility.","Spider-Man","False",6.8,5398,2002
"137",349,"False",NA,0,"['Drama']",NA,29973,"tt0109450","en","Cobb","Al Stump is a famous sports-writer chosen by Ty Cobb to co-write his official, authorized 'autobiography' before his death. Cobb, widely feared and despised, feels misunderstood and wants to set the record straight about 'the greatest ball-player ever,' in his words.",2.583363,"/k6FYPlBJbH6e7UrDQ9B6LTNDSkD.jpg","[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Aleor Films', 'id': 16823}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-12-02,1007583,128,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Everyone hated this baseball legend. And he loved it.","Cobb","False",6.1,29,1994
"138",3593,"False",NA,0,"['Crime', 'Comedy']",NA,38921,"tt0092710","en","Burglar","Bernice ""Bernie"" Rhodenbarr is a burglar by trade, and she runs a bookstore as well. Her friend Carl Hefler is a dog groomer. After a successful burglary, it's discovered that a dead body was in the house she burgled. As she's the only one who can be placed at the scene of the crime, she has to use her criminal skills to clear her name of the murder AND avoid getting charged with the burglary.",1.417505,"/r3XDmnL8TE3n7kAcSLGA2stgjEG.jpg","[{'name': 'Nelvana', 'id': 3959}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-03-20,0,103,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","A first rate comedy about a second story woman.","Burglar","False",5,16,1987
"139",6180,"False",NA,26000000,"['Action', 'Comedy', 'Romance', 'Thriller']",NA,31633,"tt0102411","en","The Marrying Man","Charley Pearl, wealthy heir and gadabout, is slated to marry Adele, the daughter of a Hollywood tycoon. But, during a wild bachelor party in Las Vegas, Charley strikes up a flirtation with nightclub crooner Vicki Anderson that soon leads to her bedroom. When the couple are discovered by Vicki's beau, infamous gangster Bugsy Siegel, he makes a surprising pronouncement -- they'd better marry, or Charley is a dead man.",2.70816,"/o0hNRHlOkbPQLv5mFhFOr3OtfYm.jpg","[{'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-04-05,12454768,116,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Every man has a weakness. For millionaire Charley Pearl she's blonde, beautiful and loves to say ""I do"".","The Marrying Man","False",5,17,1991
"140",2146,"False",NA,0,"['Comedy', 'Drama', 'Music', 'Romance']",NA,44772,"tt0087810","en","No Small Affair","The 16 years old amateur photographer Charles accidentally takes a photo of Laura - and falls in love with her, when he develops the picture. He finds out that she works as singer in a bar, but is about to be thrown out. Although rejected at first by the 23 years old, he wants to help her and starts an ad campaign behind her back... with unexpected results.",8.895355,"/s2VU2KPRZrLOvvALKo2Y39Z2SbL.jpg","[{'name': 'Delphi II Productions', 'id': 7585}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-11-09,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","He's 16. She's 22. All he wanted was her picture. What he got was... no small affair.","No Small Affair","False",5.4,13,1984
"141",117,"False",NA,25000000,"['Comedy', 'Drama']",NA,78406,"tt0114536","en","Steal Big Steal Little","Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",1.522412,"/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg","[{'name': 'Savoy Pictures', 'id': 11308}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-29,6278139,113,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Two brothers. One fortune. Zero chance they'll share it.","Steal Big Steal Little","False",5.1,7,1995
"142",2359,"False",NA,0,"['Comedy', 'Crime']",NA,11038,"tt0092105","en","Tough Guys","Harry Doyle (Lancaster) and Archie Lang (Douglas) are two old-time train robbers, who held up a train in 1956 and have been incarcerated for thirty years. After serving their time, they are released from jail and have to adjust to a new life of freedom. Harry and Archie realize that they still have the pizzazz when, picking up their prison checks at a bank, they foil a robbery attempt. Archie, who spent his prison time pumping himself up, easily picks up a 20-year-old aerobics instructor. Harry, on the other hand, has to waste away his days in a nursing home. They both have festering resentments -- Archie for having to endure a humiliating job as a busboy; Harry for having to endure patronizing attitudes toward senior citizens. The two old pals finally go back to what they know best. After successfully robbing an armored car, they decide to rob the same train that they robbed thirty years ago.",2.86084,"/zAXFmIRTSPkQbyTVSZa1GUtCQD9.jpg","[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-10-03,0,104,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","They're Out To Teach A New World Some Old Tricks.","Tough Guys","False",5.7,41,1986
"143",1203,"False",NA,829000,"['Drama', 'Thriller', 'Crime']",NA,1480,"tt0052311","en","Touch of Evil","Stark, perverse story of murder, kidnapping, and police corruption in Mexican border town.",9.665347,"/4fkBpBB461nZhee5vb8uVsiBAQM.jpg","[{'name': 'Universal International Pictures (UI)', 'id': 10330}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1958-04-23,2247465,95,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","THE STRANGEST VENGEANCE EVER PLANNED!","Touch of Evil","False",7.6,292,1958
"144",3964,"False","{'id': 141282, 'name': 'The Brave Little Toaster Collection', 'poster_path': '/3WtTqeBFZvbG1ZUy5y9GXD7DEqG.jpg', 'backdrop_path': None}",2000000,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family', 'Music']",NA,19933,"tt0092695","en","The Brave Little Toaster","A group of dated appliances find themselves stranded in a summer home that their family had just sold decide to, a la The Incredible Journey, seek their young 8 year old ""master"". Children's film which on the surface is a frivolous fantasy, but with a dark subtext of abandonment, obsolescence, and loneliness.",6.649391,"/7fXHlMCWiCOKNupjmMfjN3Eh8BL.jpg","[{'name': 'The Kushner-Locke Company', 'id': 2499}, {'name': 'Hyperion Pictures', 'id': 7339}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-07-09,0,90,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]","Released","Imagine if Your Toaster Went on a Journey of its Own!","The Brave Little Toaster","False",6.8,94,1987
"145",14204,"False",NA,10000000,"['Comedy', 'Romance']","http://www.worldsgreatestdadfilm.com/",20178,"tt1262981","en","World's Greatest Dad","Robin Williams stars as Lance Clayton, a man who has learned to settle. He dreamed of being a rich and famous writer, but has only managed to make it as a high school poetry teacher. His only son Kyle (Daryl Sabara) is an insufferable jackass who won’t give his father the time of day. He is dating Claire (Alexie Gilmore), the school’s adorable art teacher, but she doesn’t want to get serious --",5.431657,"/xFzoZNBnf1mEGZjSg8arHR92SaB.jpg","[{'name': 'Magnolia Pictures', 'id': 1030}, {'name': 'Jerkschool Productions', 'id': 7357}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2009-08-20,295750,99,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Lance Clayton is about to get everything he deserves.","World's Greatest Dad","False",6.5,181,2009
"146",1856,"False",NA,1500000,"['Comedy', 'Crime', 'Science Fiction', 'Thriller']",NA,13820,"tt0087995","en","Repo Man","A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",6.357559,"/e3I831drBvpHe6FFb93geZxqU5c.jpg","[{'name': 'Edge City', 'id': 11463}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-02-20,2300000,92,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","It’s 4 a.m. Do you know where your car is?","Repo Man","False",6.7,146,1984
"147",12355,"False",NA,35000000,"['Drama']","http://www.sonypictures.com/movies/untraceable/",8090,"tt0880578","en","Untraceable","Special Agent Jennifer Marsh (Diane Lane) works in an elite division of the FBI dedicated to fighting cybercrime. She thinks she has seen it all, until a particularly sadistic criminal arises on the Internet. This tech-savvy killer posts live feeds of his crimes on his website; the more hits the site gets, the faster the victim dies. Marsh and her team must find the elusive killer before time runs out.",7.85217,"/vIse5LiOE15GeZ1EXnkr93FnlmO.jpg","[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Cohen/Pearl Productions', 'id': 2397}, {'name': 'Screen Gems', 'id': 3287}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-22,32483410,101,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","A cyber killer has finally found the perfect accomplice: You.","Untraceable","False",5.9,241,2008
"148",8505,"False",NA,0,"['Drama', 'War']",NA,36439,"tt0048752","fi","Tuntematon sotilas","It is the summer of 1941. An eastern-Finnish machine gun company receives an order to turn in their surplus equipment. The company is transferred to the front lines. The next morning the soldiers wake to the sound of guns - the war has begun. The Finnish troops attack and quickly move across the border. The young, nervous rookies of the company get their baptism of fire, and the men become familiar with death and the hardships of war. Under strength and badly equipped they fight a superior enemy. The lists of heroes and of the dead seem endless. Edvin Laine's epic interpretation of Väinö Linna's war novel ""Tuntematon Sotilas"" is an entire chapter in the book of Finnish movie history.",1.012983,"/3b4KRarEq8X3DSo0c6mlfM52aSg.jpg","[{'name': 'Suomen Filmiteollisuus', 'id': 12982}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",1955-12-23,0,181,"[{'iso_639_1': 'fi', 'name': 'suomi'}]","Released",NA,"The Unknown Soldier","False",7.8,19,1955
"149",8027,"False",NA,0,"['Drama']",NA,5179,"tt0064840","en","The Prime of Miss Jean Brodie","A headstrong young teacher in a private school in 1930s Edinburgh ignores the curriculum and influences her impressionable 12 year old charges with her over-romanticized world view.",2.641535,"/203kvF6DlEviIEfsft7Mg5wRHWW.jpg","[{'name': 'Twentieth Century-Fox Productions', 'id': 11865}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1969-02-24,0,116,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'la', 'name': 'Latin'}]","Released","In the surprising world of Jean Brodie, there were two men and four girls.","The Prime of Miss Jean Brodie","False",6.3,32,1969
"150",23391,"False",NA,0,"['Thriller', 'Horror']","http://www.akunokyouten.com/",120852,"tt2294473","ja","悪の教典","A popular high school teacher concocts an extreme plan to deal with the rise of bullying and bad behavior among the student body.",3.451787,"/ehdYCkpkodmK5ATChzuSEKYjyip.jpg","[{'name': 'Toho Company', 'id': 882}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-11-10,0,129,"[{'iso_639_1': 'ja', 'name': '日本語'}]","Released","Everyone in class, slaughtered.","Lesson of the Evil","False",6.8,51,2012
"151",582,"False","{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}",100000000,"['Action', 'Thriller', 'Science Fiction']",NA,280,"tt0103064","en","Terminator 2: Judgment Day","Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",22.661695,"/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg","[{'name': 'Lightstorm Entertainment', 'id': 574}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'Canal+', 'id': 5358}, {'name': 'Carolco Pictures', 'id': 14723}, {'name': 'T2 Productions', 'id': 61409}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-07-01,5.2e+08,137,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]","Released","It's nothing personal.","Terminator 2: Judgment Day","False",7.7,4274,1991
"152",39287,"False","{'id': 31562, 'name': 'The Bourne Collection', 'poster_path': '/lTfOZ25PhQkmGb5NHmaFnwB7b13.jpg', 'backdrop_path': '/vA5xMglyZv7yzDTj1qUTU4OvelV.jpg'}",120000000,"['Action', 'Thriller']","http://www.jasonbournemovie.com",324668,"tt4196776","en","Jason Bourne","The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.",19.133256,"/lFSSLTlFozwpaGlO31OoUeirBgQ.jpg","[{'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'Captivate Entertainment', 'id': 25716}, {'name': 'Pearl Street Films', 'id': 29313}, {'name': 'Double Negative', 'id': 31922}, {'name': 'Perfect World (Beijing) Pictures Co.', 'id': 83871}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CN', 'name': 'China'}]",2016-07-27,415484914,123,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","You know his name","Jason Bourne","False",5.9,2386,2016
"153",27656,"False",NA,120000000,"['Action', 'Adventure', 'Drama', 'History', 'War']","http://www.hbo.com/the-pacific/index.html",189197,"tt0374463","en","The Pacific","A 10-part mini-series from the creators of ""Band of Brothers"" telling the intertwined stories of three Marines during America's battle with the Japanese in the Pacific during World War II.",6.092242,"/xV7FKNqOwnO3aJSiRM8WCrwdRS8.jpg","[{'name': 'Playtone', 'id': 4171}, {'name': 'HBO', 'id': 6068}, {'name': 'DreamWorks Television', 'id': 15258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-03-15,0,540,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Hell was an ocean away","The Pacific","False",7.9,318,2010
"154",19706,"False",NA,0,"['Comedy', 'Drama']","http://www.mentalmovie.com.au/",126797,"tt1655416","en","Mental","A charismatic, crazy hothead transforms a family's life when she becomes the nanny of five girls.",2.643849,"/brqd1nhhRG08zfULzzzaeqgiHp1.jpg","[{'name': 'Screen Australia', 'id': 7584}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-10-04,0,116,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Every family is a little bit mental.","Mental","False",5.8,34,2012
"155",15480,"False",NA,160000000,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']","http://inceptionmovie.warnerbros.com/",27205,"tt1375666","en","Inception","Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",29.108149,"/qmDpIHrmpJINaRKAfWQfftjCdyi.jpg","[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Syncopy', 'id': 9996}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-07-14,825532764,148,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Your mind is the scene of the crime.","Inception","False",8.1,14075,2010
"156",11444,"False",NA,85000000,"['Comedy', 'Family', 'Fantasy']",NA,9986,"tt0413895","en","Charlotte's Web","Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",10.254314,"/zmfPv26TJrMeE9ngSEpBG44uePa.jpg","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Kerner Entertainment Company', 'id': 7311}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-12-15,1.44e+08,97,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Something unexpected, unbelievable, unforgettable.","Charlotte's Web","False",5.8,300,2006
"157",2030,"False","{'id': 141292, 'name': 'The Secret Of NIMH Collection', 'poster_path': '/y0S9nsG7bDUgblBiYd0pciE57zr.jpg', 'backdrop_path': '/z9k5Uu2vXRDSclQU35bb7PhMG6U.jpg'}",7000000,"['Fantasy', 'Animation', 'Drama', 'Family']",NA,11704,"tt0084649","en","The Secret of NIMH","A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.",10.812275,"/qXvgbM2cIjkoOPgzxn0hwiSUqk6.jpg","[{'name': 'United Artists', 'id': 60}, {'name': 'Aurora', 'id': 32178}, {'name': 'Mrs. Brisby Ltd.', 'id': 90400}, {'name': 'Don Bluth Productions', 'id': 90512}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-06-17,14665733,82,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","Right before your eyes and beyond your wildest dreams.","The Secret of NIMH","False",7.5,186,1982
"158",9648,"False",NA,250000,"['Drama']","http://www.dasweisserauschen.de/",273,"tt0276617","de","Das weisse Rauschen","Lukas, a young schizophrenic man, has to deal with a new town, a new relationship, and the paranoia in his head.",3.10114,"/kPY3OULwq3RbubFCMJ3aPyj82uW.jpg","[{'name': 'Cameo Film- und Fernsehproduktion', 'id': 116}, {'name': 'Kunsthochschule für Medien Köln (KHM)', 'id': 117}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2001-12-31,0,107,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]","Released",NA,"The White Sound","False",7,16,2001
"159",10863,"False",NA,2000000,"['Drama', 'Thriller']",NA,582,"tt0405094","de","Das Leben der Anderen","A tragic love story set in East Berlin with the backdrop of an undercover Stasi controlled culture. Stasi captain Wieler is ordered to follow author Dreyman and plunges deeper and deeper into his life until he reaches the threshold of doubting the system.",9.02255,"/bzzDAg3fkztvfQB08VBprhs9tVE.jpg","[{'name': 'Arte', 'id': 201}, {'name': 'Wiedemann & Berg Filmproduktion', 'id': 336}, {'name': 'Creado Film', 'id': 337}, {'name': 'Bayerischer Rundfunk (BR)', 'id': 7333}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2006-03-15,7e+07,137,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]","Released","Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.","The Lives of Others","False",7.9,977,2006
"160",33049,"False",NA,19000000,"['Thriller', 'Drama']",NA,245698,"tt1596345","en","Pawn Sacrifice","American chess champion Bobby Fischer prepares for a legendary match-up against Russian Boris Spassky.",7.399209,"/mxdpBuSMqql2Uvv27NIV1pahcsW.jpg","[{'name': 'PalmStar Media', 'id': 49152}, {'name': 'Gail Katz Productions', 'id': 54931}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-09-16,5578519,115,"[{'iso_639_1': 'en', 'name': 'English'}]","Released","On the board he fought the Cold War. In his mind he fought his madness.","Pawn Sacrifice","False",6.7,272,2015
